translation,reference,source,translation_clean,reference_clean,source_clean
 Those who don't run away live to fight another day.,"For he that fights and runs away, May live to fight another day.",Aquele que luta e foge? vive para lutar outro dia., those who don t run away live to fight another day ,for he that fights and runs away may live to fight another day ,aquele que luta e foge vive para lutar outro dia 
 Any behavior that may violate the rights of the teacher.,Any behavior that may infringe the rights of the teacher...,Qualquer comportamento que possa infringir os direitos do professor, any behavior that may violate the rights of the teacher ,any behavior that may infringe the rights of the teacher ,qualquer comportamento que possa infringir os direitos do professor
" A man in a tanned shirt, cut, food.","One, man, one, tan, shirt, cut, food","Um, homem, em, um, bronzeado, camisa, corte, alimento", a man in a tanned shirt cut food ,one man one tan shirt cut food,um homem em um bronzeado camisa corte alimento
 You should see this.,You should see this.,Você deveria ver isso., you should see this ,you should see this ,você deveria ver isso 
 Is it Kimberley's teacher?,Is that Kimberly’s teacher?,É o professor da Kimberly?, is it kimberley s teacher ,is that kimberly s teacher ,é o professor da kimberly 
 Show me the movie times.,Show me the movie times.,Mostre-me os horários dos filmes, show me the movie times ,show me the movie times ,mostre me os horários dos filmes
 Look at these shoulders.,Take a look at those shoulders!,Olhe para esses ombros!, look at these shoulders ,take a look at those shoulders ,olhe para esses ombros 
 An old man's little gift.,A little present from the old man.,Um presentinho do velho., an old man s little gift ,a little present from the old man ,um presentinho do velho 
 Ten people are gathered outside a building.,Ten people are gathered outside the building.,Dez pessoas estão reunidas do lado de fora de um prédio., ten people are gathered outside a building ,ten people are gathered outside the building ,dez pessoas estão reunidas do lado de fora de um prédio 
 A rigid cord is used to fasten the shoe.,A rigid shoestring is used to secure the shoe.,Um cordão rígido serve para prender o sapato., a rigid cord is used to fasten the shoe ,a rigid shoestring is used to secure the shoe ,um cordão rígido serve para prender o sapato 
 The red neon lamp was broken.,The red neon lamp was broken.,A lâmpada de neon vermelha estava quebrada., the red neon lamp was broken ,the red neon lamp was broken ,a lâmpada de neon vermelha estava quebrada 
 A young man seems to be hammering metal on a bigot.,A young man seems to be hammering metal on an anvil.,Um jovem parece estar martelando metal em cima de uma bigorna., a young man seems to be hammering metal on a bigot ,a young man seems to be hammering metal on an anvil ,um jovem parece estar martelando metal em cima de uma bigorna 
 A man and a bald woman eating a meal,A bald man eating a meal.,Um homem careca comendo uma refeição, a man and a bald woman eating a meal,a bald man eating a meal ,um homem careca comendo uma refeição
 One of the aspects that was worked on in the last cycle was the design.,One of the aspects that was worked on during the last cycle was the design.,Um dos aspectos que foi trabalhado no último ciclo foi o design., one of the aspects that was worked on in the last cycle was the design ,one of the aspects that was worked on during the last cycle was the design ,um dos aspectos que foi trabalhado no último ciclo foi o design 
 It was created in interior design.,She graduated in interior design.,Ela se formou em design de interiores, it was created in interior design ,she graduated in interior design ,ela se formou em design de interiores
 At any moment we could be killed.,"At any moment, we could be killed!","A qualquer momento, poderíamos ser assassinados!", at any moment we could be killed ,at any moment we could be killed ,a qualquer momento poderíamos ser assassinados 
 Continue,To be continued...,Continua..., continue,to be continued ,continua 
 The boy was shocked.,The boy was shocked.,O menino ficou chocado., the boy was shocked ,the boy was shocked ,o menino ficou chocado 
 Tap on the circle to escape,Tap the circle to escape.,Toque no círculo para escapar., tap on the circle to escape,tap the circle to escape ,toque no círculo para escapar 
 They started right away in Mesul Burnar,They started bribing me right away!,Eles começaram logo em me subornar!, they started right away in mesul burnar,they started bribing me right away ,eles começaram logo em me subornar 
 A man plays guitar on a rainy road.,A man plays the guitar on a rainy sidewalk.,Um homem toca violão em uma calçada chuvosa., a man plays guitar on a rainy road ,a man plays the guitar on a rainy sidewalk ,um homem toca violão em uma calçada chuvosa 
 Take into account the cradles of the new city of Taipei.,Take into account the shackles of the New city of Taipei,Leve em conta os grilhões da Nova cidade de Taipei, take into account the cradles of the new city of taipei ,take into account the shackles of the new city of taipei,leve em conta os grilhões da nova cidade de taipei
 You know Ana.,You know Ana.,Você conhece a Ana., you know ana ,you know ana ,você conhece a ana 
 See you at lunchtime,See you guys at lunch.,Nos vemos na hora do almoço, see you at lunchtime,see you guys at lunch ,nos vemos na hora do almoço
" Well, this is a very long shot. But why the hell not?","Well, that’s a really long shot, but why the hell not?","Bem, isso é um tiro muito longo, mas por que diabos não?", well this is a very long shot but why the hell not ,well that s a really long shot but why the hell not ,bem isso é um tiro muito longo mas por que diabos não 
 In a little while...,Shortly.,Daqui a pouco., in a little while ,shortly ,daqui a pouco 
 I should have my head examined.,I should get my head examined.,Eu deveria ter minha cabeça examinada., i should have my head examined ,i should get my head examined ,eu deveria ter minha cabeça examinada 
 The Roman Empire,The Roman Empire.,O Império Romano., the roman empire,the roman empire ,o império romano 
" As a result, I completed a total of 3 books.","As a result, I bought a grand total of three books.","Como resultado, comprei um total de três livros.", as a result i completed a total of 3 books ,as a result i bought a grand total of three books ,como resultado comprei um total de três livros 
 I am everything the promoter said I was.,I’m everything the prosecutor said that I was.,Eu sou tudo que o promotor disse que eu era., i am everything the promoter said i was ,i m everything the prosecutor said that i was ,eu sou tudo que o promotor disse que eu era 
 I have no opinion about who I am.,I don’t have any opinion on who I am.,Eu não tenho nenhuma opinião sobre quem eu sou., i have no opinion about who i am ,i don t have any opinion on who i am ,eu não tenho nenhuma opinião sobre quem eu sou 
 The baby should arrive next week.,The baby should arrive next week.,O bebê deve chegar na próxima semana., the baby should arrive next week ,the baby should arrive next week ,o bebê deve chegar na próxima semana 
 A group of speed ice skaters,A group of high-speed ice skaters.,Um grupo de patinadores de gelo de velocidade., a group of speed ice skaters,a group of high speed ice skaters ,um grupo de patinadores de gelo de velocidade 
 The company's shares increased dramatically after they found a new drug.,The value of the company’s shares rose dramatically after they discovered a new drug.,O valor das ações da empresa aumentou dramaticamente depois que encontraram um novo medicamento., the company s shares increased dramatically after they found a new drug ,the value of the company s shares rose dramatically after they discovered a new drug ,o valor das ações da empresa aumentou dramaticamente depois que encontraram um novo medicamento 
 Hey! Don't go there!,"Hey, don’t go there!","Ei,? não vá lá!", hey don t go there ,hey don t go there ,ei não vá lá 
 There are so many things I want to know that I can't miss a second.,There are so many thing I want to know that I can’t miss a second.,Há tantas coisas que eu quero saber que não posso perder um segundo., there are so many things i want to know that i can t miss a second ,there are so many thing i want to know that i can t miss a second ,há tantas coisas que eu quero saber que não posso perder um segundo 
" Sometimes, there is simply no way to hold the river.",There are times when you just can’t hold the river.,Às vezes? simplesmente não há como segurar o rio., sometimes there is simply no way to hold the river ,there are times when you just can t hold the river ,às vezes simplesmente não há como segurar o rio 
 A dog plays with a toy,A dog plays with a toy.,um cachorro brinca com um brinquedo., a dog plays with a toy,a dog plays with a toy ,um cachorro brinca com um brinquedo 
 The University decided to reduce its plan to increase its parking spaces.,The faculty decided to reduce their plan to increase their parking spaces.,A faculdade decidiu diminuir seu plano de aumentar seus espaços de estacionamento., the university decided to reduce its plan to increase its parking spaces ,the faculty decided to reduce their plan to increase their parking spaces ,a faculdade decidiu diminuir seu plano de aumentar seus espaços de estacionamento 
 Something inside the cylinder was unscrewing the top.,Something inside the cylinder was unscrewing the top.,Algo dentro do cilindro estava desenroscando o topo., something inside the cylinder was unscrewing the top ,something inside the cylinder was unscrewing the top ,algo dentro do cilindro estava desenroscando o topo 
 The night was hot and I was thirsty.,The night was hot and I was thirsty.,A noite estava quente e eu estava com sede., the night was hot and i was thirsty ,the night was hot and i was thirsty ,a noite estava quente e eu estava com sede 
 A girl jumps in the air in the middle of a city park.,A girl jumps up in the air in the middle of a city park.,Uma garota pula no ar no meio de um parque da cidade., a girl jumps in the air in the middle of a city park ,a girl jumps up in the air in the middle of a city park ,uma garota pula no ar no meio de um parque da cidade 
 Photography crew prepares for a photo session.,Photo crew preparing for a photo shoot.,Tripulação de fotografia se preparar para uma sessão de fotos., photography crew prepares for a photo session ,photo crew preparing for a photo shoot ,tripulação de fotografia se preparar para uma sessão de fotos 
" Anyway, I think we should be extremely careful.","In any case, I think we should be extremely careful.","De qualquer forma,?, acho que devemos ser extremamente cautelosos.", anyway i think we should be extremely careful ,in any case i think we should be extremely careful ,de qualquer forma acho que devemos ser extremamente cautelosos 
" Who has sun, what else do you want?","If you have sunshine, what more do you want?","Quem tem sol, o que mais você quer?", who has sun what else do you want ,if you have sunshine what more do you want ,quem tem sol o que mais você quer 
 People waiting outside a building in the sunlight,People waiting outside a building in the sunlight.,Pessoas esperando do lado de fora de um edifício à luz do sol., people waiting outside a building in the sunlight,people waiting outside a building in the sunlight ,pessoas esperando do lado de fora de um edifício à luz do sol 
 The car is small,The car is small.,O carro é pequeno, the car is small,the car is small ,o carro é pequeno
" There is only one way to learn, answered the alchemist.","“Is there only one way to learn?”, the alchemist replied.","""Só existe uma maneira de aprender?"", respondeu o alquimista.", there is only one way to learn answered the alchemist , is there only one way to learn the alchemist replied , só existe uma maneira de aprender respondeu o alquimista 
 I've been waiting for you here in this oasis for a long time.,I’ve been waiting for you here on this oasis for a long time.,Eu estive esperando por você aqui neste oásis por um longo tempo., i ve been waiting for you here in this oasis for a long time ,i ve been waiting for you here on this oasis for a long time ,eu estive esperando por você aqui neste oásis por um longo tempo 
 A good group of reporters,A nice group or journalists.,Um bom grupo de repórteres., a good group of reporters,a nice group or journalists ,um bom grupo de repórteres 
 The institution that is completely unalterated and impersonal is the fossil.,The institution that remains completely unchanged in staff is the fossil.,A instituição que é completamente inalterada em pessoal é o fóssil, the institution that is completely unalterated and impersonal is the fossil ,the institution that remains completely unchanged in staff is the fossil ,a instituição que é completamente inalterada em pessoal é o fóssil
 Call the police now!,Call the police now!,Chame a polícia agora!, call the police now ,call the police now ,chame a polícia agora 
 Two people painting a brick wall,Two people painting a brick wall.,Duas pessoas pintando uma parede de tijolos., two people painting a brick wall,two people painting a brick wall ,duas pessoas pintando uma parede de tijolos 
 We meet again.,We gather again.,Nos reunimos de novo, we meet again ,we gather again ,nos reunimos de novo
 The sheep were taken home by a dog.,The sheep were taken home by a dog.,As ovelhas foram levadas para casa por um cachorro., the sheep were taken home by a dog ,the sheep were taken home by a dog ,as ovelhas foram levadas para casa por um cachorro 
 Two boys hold hands with a man.,Two boys hold a man’s hands.,Dois meninos seguram as mãos de um homem., two boys hold hands with a man ,two boys hold a man s hands ,dois meninos seguram as mãos de um homem 
" It is guaranteed that, to seem worthy, you have to be serious.","It’s guaranteed that, to look worthy, you need to remain serious.","É garantido que, para parecer digno, você tem que ficar sério.", it is guaranteed that to seem worthy you have to be serious ,it s guaranteed that to look worthy you need to remain serious ,é garantido que para parecer digno você tem que ficar sério 
 inevitable,Inevitable,Inevitável, inevitable,inevitable,inevitável
 Affect blood circulation,Affect blood flow.,Afetar a circulação sanguínea, affect blood circulation,affect blood flow ,afetar a circulação sanguínea
 This is the only building that was not affected by the fire.,This was the only building that was not struck by the fire.,Este é o único edifício que não foi afetado pelo fogo., this is the only building that was not affected by the fire ,this was the only building that was not struck by the fire ,este é o único edifício que não foi afetado pelo fogo 
 I want to listen to the album Ikkyo dal Pozo by Kom Houni,I want to hear the album Picchio Dal Pozzo de Con Hunley,Eu quero ouvir o álbum Picchio Dal Pozzo de Con Hunley, i want to listen to the album ikkyo dal pozo by kom houni,i want to hear the album picchio dal pozzo de con hunley,eu quero ouvir o álbum picchio dal pozzo de con hunley
 I'm happy,I am happy,Estou feliz, i m happy,i am happy,estou feliz
 I always think that there could be better in front.,I always believe that there could be something better up ahead.,Eu sempre penso que pode haver melhor na frente., i always think that there could be better in front ,i always believe that there could be something better up ahead ,eu sempre penso que pode haver melhor na frente 
 A white-shirted boy is in a rusty tower.,A boy in white shorts stays in a rusty tower.,Um menino de short branco fica em uma torre enferrujada., a white shirted boy is in a rusty tower ,a boy in white shorts stays in a rusty tower ,um menino de short branco fica em uma torre enferrujada 
 This was a little girl called Mary Hat.,That was a little girl named Mary Hatch.,Essa era uma garotinha chamada Mary Hatch., this was a little girl called mary hat ,that was a little girl named mary hatch ,essa era uma garotinha chamada mary hatch 
 They will come to us.,They will come to us.,Eles virão até nós, they will come to us ,they will come to us ,eles virão até nós
" When the bus arrives, catch the bus.","When the bus arrives, take it.","Quando o ônibus chegar, pegue o ônibus.", when the bus arrives catch the bus ,when the bus arrives take it ,quando o ônibus chegar pegue o ônibus 
 Guy playing basketball with spectators watching.,Man taking a basketball throw with spectators watching.,Cara fazendo um tiro de basquete com espectadores assistindo., guy playing basketball with spectators watching ,man taking a basketball throw with spectators watching ,cara fazendo um tiro de basquete com espectadores assistindo 
" When he reached the top of the dune, his heart jumped.","When he got to the top of the dune, his heart skipped.",Quando chegou ao topo da duna? seu coração pulou., when he reached the top of the dune his heart jumped ,when he got to the top of the dune his heart skipped ,quando chegou ao topo da duna seu coração pulou 
 grow with anger slowly for a long time.,Grows with anger slowly? For quite some time.,Cresça com raiva lentamente? há bastante tempo., grow with anger slowly for a long time ,grows with anger slowly for quite some time ,cresça com raiva lentamente há bastante tempo 
 Lemon juice makes a good punch.,Lemon juice makes a good punch.,O suco de limões faz um bom soco., lemon juice makes a good punch ,lemon juice makes a good punch ,o suco de limões faz um bom soco 
 The distance of other farms dedicated to the same activity of 500 meters.,"The distance to other farms dedicated to the same activity, is five hundred meters.",A distância de outras fazendas dedicadas à mesma atividade é de quinhentos metros., the distance of other farms dedicated to the same activity of 500 meters ,the distance to other farms dedicated to the same activity is five hundred meters ,a distância de outras fazendas dedicadas à mesma atividade é de quinhentos metros 
" The car, however, was not damaged.","The car, on the other hand, was not damaged.",O carro no entanto não foi danificado., the car however was not damaged ,the car on the other hand was not damaged ,o carro no entanto não foi danificado 
 A group of people is standing around a large bonfire.,A group of people standing by a big bonfire.,Um grupo de pessoas está parado em volta de uma grande fogueira., a group of people is standing around a large bonfire ,a group of people standing by a big bonfire ,um grupo de pessoas está parado em volta de uma grande fogueira 
 Today's task is to write a synopsis of the recently published novel by Tata.,Today’s task is to write a summary of Tata’s recently published novel.,A tarefa de hoje é escrever uma sinopse do romance recentemente publicado da Tata., today s task is to write a synopsis of the recently published novel by tata ,today s task is to write a summary of tata s recently published novel ,a tarefa de hoje é escrever uma sinopse do romance recentemente publicado da tata 
 A woman preparing a meal at home,A woman preparing a meal at home.,Uma mulher preparando uma refeição em casa., a woman preparing a meal at home,a woman preparing a meal at home ,uma mulher preparando uma refeição em casa 
 Two women walking and talking,Two women walking and talking.,Duas mulheres andando e falando., two women walking and talking,two women walking and talking ,duas mulheres andando e falando 
 A shooting competition with bow with two men playing.,An archery competition with two men shooting.,uma competição de tiro com arco com dois homens jogando, a shooting competition with bow with two men playing ,an archery competition with two men shooting ,uma competição de tiro com arco com dois homens jogando
 They spent the whole weekend playing video games.,They spent the entire weekend playing video games.,Eles passaram o fim de semana inteiro jogando video games., they spent the whole weekend playing video games ,they spent the entire weekend playing video games ,eles passaram o fim de semana inteiro jogando video games 
 Can you get me a Clube Nation game?,Can you get the Club Nation game for me?,Você pode me pegar o jogo do Club Nation?, can you get me a clube nation game ,can you get the club nation game for me ,você pode me pegar o jogo do club nation 
 I will kill both of them.,I will kill you both!,Eu vou matar os dois!, i will kill both of them ,i will kill you both ,eu vou matar os dois 
" To calibrate capture systems, please do a pose.","To calibrate the motion capture system, please do a T-pose.","Para calibrar o sistema de captura de movimento, por favor, faça um T-pose.", to calibrate capture systems please do a pose ,to calibrate the motion capture system please do a t pose ,para calibrar o sistema de captura de movimento por favor faça um t pose 
 Her hair was black.,Her hair was black.,O cabelo dela era preto., her hair was black ,her hair was black ,o cabelo dela era preto 
 Another child was very afraid to hear words of wisdom.,But the boy was too scared to hear the words of wisdom.,Mas o menino estava com muito medo de ouvir palavras de sabedoria., another child was very afraid to hear words of wisdom ,but the boy was too scared to hear the words of wisdom ,mas o menino estava com muito medo de ouvir palavras de sabedoria 
 How did you get this?,How did you get that?,Como você conseguiu isso?, how did you get this ,how did you get that ,como você conseguiu isso 
" May days, bitter days, short days and long days.","Days in May, sour days: short bread and long days.","Dias em maio, dias amargos: pães curtos e dias longos.", may days bitter days short days and long days ,days in may sour days short bread and long days ,dias em maio dias amargos pães curtos e dias longos 
" Old man, you will not pass!",Old shall not pass.,Velho não passará., old man you will not pass ,old shall not pass ,velho não passará 
 good afternoon,Good afternoon,Boa tarde, good afternoon,good afternoon,boa tarde
 This song reminds me of my childhood,That song reminds me of my childhood.,Essa música me faz lembrar da minha infância., this song reminds me of my childhood,that song reminds me of my childhood ,essa música me faz lembrar da minha infância 
 You can't enter there until you put this.,You can’t go in there until you put this on.,Você não pode entrar lá até que você coloque isso., you can t enter there until you put this ,you can t go in there until you put this on ,você não pode entrar lá até que você coloque isso 
 He gave me his word of honor.,He gave me his word of honor.,Ele me deu sua palavra de honra., he gave me his word of honor ,he gave me his word of honor ,ele me deu sua palavra de honra 
 A single hair casts a shadow.,A single hair casts a shadow.,Um único cabelo lança uma sombra., a single hair casts a shadow ,a single hair casts a shadow ,um único cabelo lança uma sombra 
 Certain applications also incorporate specific improvements.,Some apps include specific improvements.,Certos aplicativos também incorporam melhorias específicas., certain applications also incorporate specific improvements ,some apps include specific improvements ,certos aplicativos também incorporam melhorias específicas 
 Two men playing in a band,Two men playing in a band.,Dois homens tocando em uma banda., two men playing in a band,two men playing in a band ,dois homens tocando em uma banda 
 This is a boy on a beach holding a piece of wood.,This is a boy in a beach holding a stick.,Este é um menino em uma praia segurando um pedaço de pau., this is a boy on a beach holding a piece of wood ,this is a boy in a beach holding a stick ,este é um menino em uma praia segurando um pedaço de pau 
 A boy throws himself into the water of a house pool.,A boy jumps in the water of a shallow pool.,Um menino joga na água de uma piscina rasa., a boy throws himself into the water of a house pool ,a boy jumps in the water of a shallow pool ,um menino joga na água de uma piscina rasa 
 It's nothing to me.,Nothing there for me.,Não é nada para mim., it s nothing to me ,nothing there for me ,não é nada para mim 
 A new wolf boy brushes his teeth in front of a mirror.,"A young blond boy, who brushes his teeth in front of the mirror.",Um menino louro novo que escova seus dentes na frente de um espelho., a new wolf boy brushes his teeth in front of a mirror ,a young blond boy who brushes his teeth in front of the mirror ,um menino louro novo que escova seus dentes na frente de um espelho 
 How many slices would you like to have in Santiago?,"Santiago, how many slices would you like to have?",Quantas fatias você gostaria de Santiago?, how many slices would you like to have in santiago ,santiago how many slices would you like to have ,quantas fatias você gostaria de santiago 
 A man about to enter a small blue compact car.,A man is about to get into a small blue compact car.,Um homem prestes a entrar em um pequeno carro compacto azul., a man about to enter a small blue compact car ,a man is about to get into a small blue compact car ,um homem prestes a entrar em um pequeno carro compacto azul 
 A man in a black jacket looking over the dock of a ship.,"A man in a black jacket, staring over the handrail of a ship.","Um homem de jaqueta preta, olhando por cima do corrimão de um barco.", a man in a black jacket looking over the dock of a ship ,a man in a black jacket staring over the handrail of a ship ,um homem de jaqueta preta olhando por cima do corrimão de um barco 
 Attach two pins on each side.,Attach two pins on each side.,Prenda dois pinos de cada lado., attach two pins on each side ,attach two pins on each side ,prenda dois pinos de cada lado 
 A man is on his feet while the children watch.,A man stands on wooden legs as the children watch.,"Um homem fica em pernas de pau, enquanto as crianças assistem.", a man is on his feet while the children watch ,a man stands on wooden legs as the children watch ,um homem fica em pernas de pau enquanto as crianças assistem 
 A man sweeping the mess on the floor after a concert.,A man sweeping the mess on the floor after a concert.,Um homem varrendo a bagunça no chão depois de um concerto., a man sweeping the mess on the floor after a concert ,a man sweeping the mess on the floor after a concert ,um homem varrendo a bagunça no chão depois de um concerto 
 She thinks the world has mud feet.,She thinks that the world has feet of clay.,Ela acha que o mundo tem pés de barro., she thinks the world has mud feet ,she thinks that the world has feet of clay ,ela acha que o mundo tem pés de barro 
 A man dives into the water surrounded by stones and pines.,A man dives in the water surrounded by stones and pines.,Um homem mergulha na água cercada por pedras e pinheiros., a man dives into the water surrounded by stones and pines ,a man dives in the water surrounded by stones and pines ,um homem mergulha na água cercada por pedras e pinheiros 
 Three dogs run along the beach.,Three dogs run on the beach.,Três cachorros correm pela praia., three dogs run along the beach ,three dogs run on the beach ,três cachorros correm pela praia 
 Two white puppies running.,Two white puppies running.,Dois cachorrinhos brancos correndo., two white puppies running ,two white puppies running ,dois cachorrinhos brancos correndo 
 A woman is standing in front of a seasoning table,A woman is standing in front of a table of condiments.,Uma mulher está em pé na frente de uma mesa de condimentos., a woman is standing in front of a seasoning table,a woman is standing in front of a table of condiments ,uma mulher está em pé na frente de uma mesa de condimentos 
 What are the facts?,What are the facts?,Quais são os fatos?, what are the facts ,what are the facts ,quais são os fatos 
 Other times I want to do something good for the world.,"Other times, I want to do something good for the world.",Outras vezes eu quero fazer algo bom para o mundo., other times i want to do something good for the world ,other times i want to do something good for the world ,outras vezes eu quero fazer algo bom para o mundo 
 There is a group of indisciplined teenagers playing in their garden.,There’s a group of unruly teenagers playing in my backyard.,Há um grupo de adolescentes indisciplinados brincando em seu jardim., there is a group of indisciplined teenagers playing in their garden ,there s a group of unruly teenagers playing in my backyard ,há um grupo de adolescentes indisciplinados brincando em seu jardim 
 Black jacket and shorts running in the rain,A person with a black jacket and shorts running in the rain.,Pessoa de jaqueta preta e shorts correndo na chuva., black jacket and shorts running in the rain,a person with a black jacket and shorts running in the rain ,pessoa de jaqueta preta e shorts correndo na chuva 
 A person checks medical instruments.,A person checks medical instruments.,Uma pessoa verifica instrumentos médicos., a person checks medical instruments ,a person checks medical instruments ,uma pessoa verifica instrumentos médicos 
 The attack on our root server overwhelmed our senior administrator.,The attack on our root server overstrained our senior administrator.,O ataque ao nosso servidor raiz sobrecarregou nosso administrador sênior., the attack on our root server overwhelmed our senior administrator ,the attack on our root server overstrained our senior administrator ,o ataque ao nosso servidor raiz sobrecarregou nosso administrador sênior 
 I'm enjoying the sound of this economy based on ostrich eggs.,I’m liking the sound of that economy based on ostrich eggs.,Eu estou gostando do som dessa economia baseada em ovo de avestruz., i m enjoying the sound of this economy based on ostrich eggs ,i m liking the sound of that economy based on ostrich eggs ,eu estou gostando do som dessa economia baseada em ovo de avestruz 
 How do you know?,How do you know?,Como você sabe?, how do you know ,how do you know ,como você sabe 
 People are walking on a brilliant carousel that some people are sitting on.,The people are walking by a sparkling merry-go-round on which some people are seated.,As pessoas estão andando por um carrossel brilhante que algumas pessoas estão sentadas., people are walking on a brilliant carousel that some people are sitting on ,the people are walking by a sparkling merry go round on which some people are seated ,as pessoas estão andando por um carrossel brilhante que algumas pessoas estão sentadas 
 A group of people is in the converse of a large ship.,A group of people is on the deck of a big ship.,Um grupo de pessoas está no convés de um barco grande., a group of people is in the converse of a large ship ,a group of people is on the deck of a big ship ,um grupo de pessoas está no convés de um barco grande 
 He was stepping on eggs,He was walking on eggshells.,Ele estava pisando em ovos, he was stepping on eggs,he was walking on eggshells ,ele estava pisando em ovos
 Helped Dr. Shen to choose a flower on the lapel,Helped Dr. Chen choose a flower for the lapel.,Ajudou o Dr. Chen a escolher uma flor na lapela, helped dr shen to choose a flower on the lapel,helped dr chen choose a flower for the lapel ,ajudou o dr chen a escolher uma flor na lapela
 Are you ready to hear my counter argument?,Are you ready to hear my counterargument?,Você está pronto para ouvir meu contra-argumento?, are you ready to hear my counter argument ,are you ready to hear my counterargument ,você está pronto para ouvir meu contra argumento 
 A baseball player sitting on a tube with a stain on his knee.,A baseball player sitting in a tube with a stain on this knee.,Um jogador de beisebol sentado em um tubo com uma mancha no joelho., a baseball player sitting on a tube with a stain on his knee ,a baseball player sitting in a tube with a stain on this knee ,um jogador de beisebol sentado em um tubo com uma mancha no joelho 
 It was a half-breasted leather belt,"It was a leather belt, kind of old-fashioned.","Era um cinto de couro, meio brega.", it was a half breasted leather belt,it was a leather belt kind of old fashioned ,era um cinto de couro meio brega 
 Maybe you're right,Maybe you’re right.,Talvez você esteja certo., maybe you re right,maybe you re right ,talvez você esteja certo 
" I do what I say, not how I do it.","Do as I say, not as I do.",Faça o que eu digo não como eu faço., i do what i say not how i do it ,do as i say not as i do ,faça o que eu digo não como eu faço 
 There is this relief if they discover,There is that relief if they find out.,Há esse alívio se eles descobrirem., there is this relief if they discover,there is that relief if they find out ,há esse alívio se eles descobrirem 
 It was the old man who spoke first.,It was the old man that talked first.,Foi o velho que falou primeiro., it was the old man who spoke first ,it was the old man that talked first ,foi o velho que falou primeiro 
 This is a sociological paradigm.,This is a sociological paradigm.,Este é um paradigma sociológico., this is a sociological paradigm ,this is a sociological paradigm ,este é um paradigma sociológico 
 Soon we will all be ready for work.,"Soon, we’ll all be flying off to work.",Em breve? estaremos todos voando para o trabalho., soon we will all be ready for work ,soon we ll all be flying off to work ,em breve estaremos todos voando para o trabalho 
 The ganso was brought directly from the old market.,The goose was brought directly from the antique market.,O ganso foi trazido direto do mercado antigo., the ganso was brought directly from the old market ,the goose was brought directly from the antique market ,o ganso foi trazido direto do mercado antigo 
 Until the end of the year there will be music festivals.,By the end of the year there will be music festivals.,Até o final do ano haverá festivais de música., until the end of the year there will be music festivals ,by the end of the year there will be music festivals ,até o final do ano haverá festivais de música 
 What's your name?,What’s your name again?,"Qual o seu nome, mesmo?", what s your name ,what s your name again ,qual o seu nome mesmo 
 The deepwater diver is fully equipped studying a sea turtle.,"A deep sea diver is fully equipped, studying a sea turtle.",Um mergulhador de águas profundas está em pleno equipamento estudando uma tartaruga marinha., the deepwater diver is fully equipped studying a sea turtle ,a deep sea diver is fully equipped studying a sea turtle ,um mergulhador de águas profundas está em pleno equipamento estudando uma tartaruga marinha 
 How do we know it's over?,How do we know it ended?,Como sabemos que acabou?, how do we know it s over ,how do we know it ended ,como sabemos que acabou 
" Two women are sitting, talking and laughing together.","Two women sitting, talking and laughing together.","Duas mulheres estão sentadas, conversando e rindo juntas.", two women are sitting talking and laughing together ,two women sitting talking and laughing together ,duas mulheres estão sentadas conversando e rindo juntas 
 A man and a woman in black and white are in an elevator.,A man and a woman in black and white are in an elevator.,Um homem e uma mulher? em preto e branco? estão em um elevador., a man and a woman in black and white are in an elevator ,a man and a woman in black and white are in an elevator ,um homem e uma mulher em preto e branco estão em um elevador 
 Do you have any suspicions about who they could be?,Do you have any idea who they might be?,Você tem alguma suspeita sobre quem eles poderiam ser?, do you have any suspicions about who they could be ,do you have any idea who they might be ,você tem alguma suspeita sobre quem eles poderiam ser 
 Walgrid detected several memory leaks,Valgrind detected various memory leaks.,Valgrind detectou vários vazamentos de memória., walgrid detected several memory leaks,valgrind detected various memory leaks ,valgrind detectou vários vazamentos de memória 
 A man and a white dog are looking at a postcard exhibition.,A man and a white dog are looking at a postcard exhibit.,Um homem e um cachorro branco estão olhando para uma exibição de cartões postais., a man and a white dog are looking at a postcard exhibition ,a man and a white dog are looking at a postcard exhibit ,um homem e um cachorro branco estão olhando para uma exibição de cartões postais 
 A girl in a blue shirt jumps in the air,A girl in a blue shirt jumps up in the air.,Uma garota de camisa azul salta no ar., a girl in a blue shirt jumps in the air,a girl in a blue shirt jumps up in the air ,uma garota de camisa azul salta no ar 
 A dog in a pool and another dog on the edge of the pool.,A dog in a pool and another dog on the edge of the pool.,Um cachorro em uma piscina e outro cachorro na beira da piscina., a dog in a pool and another dog on the edge of the pool ,a dog in a pool and another dog on the edge of the pool ,um cachorro em uma piscina e outro cachorro na beira da piscina 
 A skier who travels down in deep snow.,A skier going down in the deep snow.,Um esquiador que viaja para baixo na neve profunda., a skier who travels down in deep snow ,a skier going down in the deep snow ,um esquiador que viaja para baixo na neve profunda 
 Workers in a rice paddock,Workers who are on a rice pillow.,Trabalhadores que estão em uma almofada de arroz., workers in a rice paddock,workers who are on a rice pillow ,trabalhadores que estão em uma almofada de arroz 
 I'm planning to buy some topological maps for my research.,I’m planning to buy some topographical maps for my research.,Estou planejando comprar alguns mapas topológicos para minha pesquisa., i m planning to buy some topological maps for my research ,i m planning to buy some topographical maps for my research ,estou planejando comprar alguns mapas topológicos para minha pesquisa 
