translation,reference,source,translation_clean,reference_clean,source_clean
 Esta é uma grande temporada para caminhadas na estrada.,This is a great season for hikes on the road.,Esta é uma grande temporada para caminhadas na estrada., esta é uma grande temporada para caminhadas na estrada ,this is a great season for hikes on the road ,esta é uma grande temporada para caminhadas na estrada 
" Você aprendeu alguma coisa? Perguntou em inglês, ansioso para ouvir o que poderia ser.","""Did you learn anything??"", the English man asked looking forward to hearing what it could be.","""Você aprendeu alguma coisa??"", Perguntou o inglês, ansioso para ouvir o que poderia ser.", você aprendeu alguma coisa perguntou em inglês ansioso para ouvir o que poderia ser , did you learn anything the english man asked looking forward to hearing what it could be , você aprendeu alguma coisa perguntou o inglês ansioso para ouvir o que poderia ser 
 Ele me disse que a declaração de falência é o último recurso.,He told me that bankruptcy declaration is the last resource.,Ele me disse que a declaração de falência é o último recurso., ele me disse que a declaração de falência é o último recurso ,he told me that bankruptcy declaration is the last resource ,ele me disse que a declaração de falência é o último recurso 
 Ele teve snifles durante todo o dia.,He had sniffles all day.,Ele teve sniffles durante todo o dia., ele teve snifles durante todo o dia ,he had sniffles all day ,ele teve sniffles durante todo o dia 
 Você tem alguém para lavar as fraldas?,You have someone to wash your diapers.,Você tem alguém para lavar as fraldas., você tem alguém para lavar as fraldas ,you have someone to wash your diapers ,você tem alguém para lavar as fraldas 
 Eu quero esses selos!,I want those stamps!,Eu quero esses selos!, eu quero esses selos ,i want those stamps ,eu quero esses selos 
 Você disse que eles eram ricos?,Did you say they were rich?,Você disse que eles eram ricos?, você disse que eles eram ricos ,did you say they were rich ,você disse que eles eram ricos 
 Eu não me importo com qual foto eles estão publicando.,I don't care which picture they're posting.,Eu não me importo com qual foto eles estão publicando., eu não me importo com qual foto eles estão publicando ,i don t care which picture they re posting ,eu não me importo com qual foto eles estão publicando 
 O sujeito escorregou para a multidão e se perdeu.,The guy went to the crowd and got lost.,O sujeito escorregou para a multidão e se perdeu., o sujeito escorregou para a multidão e se perdeu ,the guy went to the crowd and got lost ,o sujeito escorregou para a multidão e se perdeu 
 Ela garantiu esse lugar?,Did she guarantee this place?,Ela garantiu esse lugar?, ela garantiu esse lugar ,did she guarantee this place ,ela garantiu esse lugar 
 Vai sair em carne e osso.,Will go out in flesh and blood,vai sair em carne e osso, vai sair em carne e osso ,will go out in flesh and blood,vai sair em carne e osso
 A tampa da jarra estava apertada demais para desatar a charra.,The lid on the jar was too tight to get the lid off.,A tampa da jarra estava apertada demais para desatarraxar., a tampa da jarra estava apertada demais para desatar a charra ,the lid on the jar was too tight to get the lid off ,a tampa da jarra estava apertada demais para desatarraxar 
 Aposto que é uma convocação.,I bet it is an invitation.,Aposto que é uma convocação., aposto que é uma convocação ,i bet it is an invitation ,aposto que é uma convocação 
 MUITOBRIGADO PELA BOLSA!,Thank you very much for the bag.,Muito obrigado pela bolsa., muitobrigado pela bolsa ,thank you very much for the bag ,muito obrigado pela bolsa 
 Mas ele decidiu primeiro comprar sua padaria e colocar algum dinheiro de lado.,But he decided to buy his bakery first and put some money on the side.,Mas ele decidiu primeiro comprar sua padaria e colocar algum dinheiro de lado., mas ele decidiu primeiro comprar sua padaria e colocar algum dinheiro de lado ,but he decided to buy his bakery first and put some money on the side ,mas ele decidiu primeiro comprar sua padaria e colocar algum dinheiro de lado 
" Aquele que nunca foge, vive para lutar outro dia.","For he that fights and runs away, May live to fight another day.",Aquele que luta e foge? vive para lutar outro dia., aquele que nunca foge vive para lutar outro dia ,for he that fights and runs away may live to fight another day ,aquele que luta e foge vive para lutar outro dia 
 COMPORTAMENTO QUE POSSA INFRIGIR OS DIREITOS DO PROFESSOR,Any behavior that may infringe the rights of the teacher...,Qualquer comportamento que possa infringir os direitos do professor, comportamento que possa infrigir os direitos do professor,any behavior that may infringe the rights of the teacher ,qualquer comportamento que possa infringir os direitos do professor
 1 homem em 1 bronzeado camisa corte alimento,"One, man, one, tan, shirt, cut, food","Um, homem, em, um, bronzeado, camisa, corte, alimento", 1 homem em 1 bronzeado camisa corte alimento,one man one tan shirt cut food,um homem em um bronzeado camisa corte alimento
 Você deveria ver isso.,You should see this.,Você deveria ver isso., você deveria ver isso ,you should see this ,você deveria ver isso 
 É o professor da Kimberly?,Is that Kimberly’s teacher?,É o professor da Kimberly?, é o professor da kimberly ,is that kimberly s teacher ,é o professor da kimberly 
 Mostre-me os horários dos filmes.,Show me the movie times.,Mostre-me os horários dos filmes, mostre me os horários dos filmes ,show me the movie times ,mostre me os horários dos filmes
 Olhe para esses ombros.,Take a look at those shoulders!,Olhe para esses ombros!, olhe para esses ombros ,take a look at those shoulders ,olhe para esses ombros 
 Um presentinho do velho.,A little present from the old man.,Um presentinho do velho., um presentinho do velho ,a little present from the old man ,um presentinho do velho 
 10 pessoas estão reunidas do lado de fora de um prédio.,Ten people are gathered outside the building.,Dez pessoas estão reunidas do lado de fora de um prédio., 10 pessoas estão reunidas do lado de fora de um prédio ,ten people are gathered outside the building ,dez pessoas estão reunidas do lado de fora de um prédio 
 Um cordão rígido serve para prender o sapato.,A rigid shoestring is used to secure the shoe.,Um cordão rígido serve para prender o sapato., um cordão rígido serve para prender o sapato ,a rigid shoestring is used to secure the shoe ,um cordão rígido serve para prender o sapato 
 A lâmpada de neon vermelha estava quebrada.,The red neon lamp was broken.,A lâmpada de neon vermelha estava quebrada., a lâmpada de neon vermelha estava quebrada ,the red neon lamp was broken ,a lâmpada de neon vermelha estava quebrada 
 O jovem parece estar martelando metal em cima de uma bigorna.,A young man seems to be hammering metal on an anvil.,Um jovem parece estar martelando metal em cima de uma bigorna., o jovem parece estar martelando metal em cima de uma bigorna ,a young man seems to be hammering metal on an anvil ,um jovem parece estar martelando metal em cima de uma bigorna 
 Um homem careca comendo uma refeição.,A bald man eating a meal.,Um homem careca comendo uma refeição, um homem careca comendo uma refeição ,a bald man eating a meal ,um homem careca comendo uma refeição
 Um dos aspectos que foi trabalhado no último ciclo foi o design.,One of the aspects that was worked on during the last cycle was the design.,Um dos aspectos que foi trabalhado no último ciclo foi o design., um dos aspectos que foi trabalhado no último ciclo foi o design ,one of the aspects that was worked on during the last cycle was the design ,um dos aspectos que foi trabalhado no último ciclo foi o design 
 Ela se formou em design de interiores.,She graduated in interior design.,Ela se formou em design de interiores, ela se formou em design de interiores ,she graduated in interior design ,ela se formou em design de interiores
 A qualquer momento poderiam ser assassinados.,"At any moment, we could be killed!","A qualquer momento, poderíamos ser assassinados!", a qualquer momento poderiam ser assassinados ,at any moment we could be killed ,a qualquer momento poderíamos ser assassinados 
 CONTINUAR,To be continued...,Continua..., continuar,to be continued ,continua 
 O menino ficou chocado.,The boy was shocked.,O menino ficou chocado., o menino ficou chocado ,the boy was shocked ,o menino ficou chocado 
 Toque no círculo para escapar.,Tap the circle to escape.,Toque no círculo para escapar., toque no círculo para escapar ,tap the circle to escape ,toque no círculo para escapar 
 Eles começaram logo em Mesulburnar.,They started bribing me right away!,Eles começaram logo em me subornar!, eles começaram logo em mesulburnar ,they started bribing me right away ,eles começaram logo em me subornar 
 Um homem toca violão em uma calçada chuvosa.,A man plays the guitar on a rainy sidewalk.,Um homem toca violão em uma calçada chuvosa., um homem toca violão em uma calçada chuvosa ,a man plays the guitar on a rainy sidewalk ,um homem toca violão em uma calçada chuvosa 
 LEVE EN CONTA OS GRILHÕES DA NOVA CIDADE DE TAIPEI,Take into account the shackles of the New city of Taipei,Leve em conta os grilhões da Nova cidade de Taipei, leve en conta os grilhões da nova cidade de taipei,take into account the shackles of the new city of taipei,leve em conta os grilhões da nova cidade de taipei
 Você conhece a Ana?,You know Ana.,Você conhece a Ana., você conhece a ana ,you know ana ,você conhece a ana 
 Nos vemos na hora do almoço.,See you guys at lunch.,Nos vemos na hora do almoço, nos vemos na hora do almoço ,see you guys at lunch ,nos vemos na hora do almoço
" Bem, esse é um tiro muito longo, mas por que diabos não?","Well, that’s a really long shot, but why the hell not?","Bem, isso é um tiro muito longo, mas por que diabos não?", bem esse é um tiro muito longo mas por que diabos não ,well that s a really long shot but why the hell not ,bem isso é um tiro muito longo mas por que diabos não 
 Daqui a pouco.,Shortly.,Daqui a pouco., daqui a pouco ,shortly ,daqui a pouco 
 Eu deveria ter minha cabeça examinada.,I should get my head examined.,Eu deveria ter minha cabeça examinada., eu deveria ter minha cabeça examinada ,i should get my head examined ,eu deveria ter minha cabeça examinada 
 O Império Romano,The Roman Empire.,O Império Romano., o império romano,the roman empire ,o império romano 
" Como resultado, cumprei um total de 3 livros.","As a result, I bought a grand total of three books.","Como resultado, comprei um total de três livros.", como resultado cumprei um total de 3 livros ,as a result i bought a grand total of three books ,como resultado comprei um total de três livros 
 Eu sou tudo o promotor disse que eu era.,I’m everything the prosecutor said that I was.,Eu sou tudo que o promotor disse que eu era., eu sou tudo o promotor disse que eu era ,i m everything the prosecutor said that i was ,eu sou tudo que o promotor disse que eu era 
 Eu não tenho nenhuma opinião sobre quem eu sou.,I don’t have any opinion on who I am.,Eu não tenho nenhuma opinião sobre quem eu sou., eu não tenho nenhuma opinião sobre quem eu sou ,i don t have any opinion on who i am ,eu não tenho nenhuma opinião sobre quem eu sou 
 O bebê deve chegar na próxima semana.,The baby should arrive next week.,O bebê deve chegar na próxima semana., o bebê deve chegar na próxima semana ,the baby should arrive next week ,o bebê deve chegar na próxima semana 
 Um grupo de patinadores de gelo de velocidade.,A group of high-speed ice skaters.,Um grupo de patinadores de gelo de velocidade., um grupo de patinadores de gelo de velocidade ,a group of high speed ice skaters ,um grupo de patinadores de gelo de velocidade 
 O valor das ações da empresa aumentou dramaticamente depois que encontraram um novo medicamento.,The value of the company’s shares rose dramatically after they discovered a new drug.,O valor das ações da empresa aumentou dramaticamente depois que encontraram um novo medicamento., o valor das ações da empresa aumentou dramaticamente depois que encontraram um novo medicamento ,the value of the company s shares rose dramatically after they discovered a new drug ,o valor das ações da empresa aumentou dramaticamente depois que encontraram um novo medicamento 
 E aí? Não vá lá!,"Hey, don’t go there!","Ei,? não vá lá!", e aí não vá lá ,hey don t go there ,ei não vá lá 
 Há tantas coisas que eu quero saber que não posso perder um segundo.,There are so many thing I want to know that I can’t miss a second.,Há tantas coisas que eu quero saber que não posso perder um segundo., há tantas coisas que eu quero saber que não posso perder um segundo ,there are so many thing i want to know that i can t miss a second ,há tantas coisas que eu quero saber que não posso perder um segundo 
" As vezes, simplesmente não há como segurar o rio.",There are times when you just can’t hold the river.,Às vezes? simplesmente não há como segurar o rio., as vezes simplesmente não há como segurar o rio ,there are times when you just can t hold the river ,às vezes simplesmente não há como segurar o rio 
 Um cachorro brinca com um brinquedo.,A dog plays with a toy.,um cachorro brinca com um brinquedo., um cachorro brinca com um brinquedo ,a dog plays with a toy ,um cachorro brinca com um brinquedo 
 A faculdade decidiu diminuir seu plano de aumentar seus espaços de estacionamento.,The faculty decided to reduce their plan to increase their parking spaces.,A faculdade decidiu diminuir seu plano de aumentar seus espaços de estacionamento., a faculdade decidiu diminuir seu plano de aumentar seus espaços de estacionamento ,the faculty decided to reduce their plan to increase their parking spaces ,a faculdade decidiu diminuir seu plano de aumentar seus espaços de estacionamento 
 Algo dentro do cilindro estava desenroscando o topo.,Something inside the cylinder was unscrewing the top.,Algo dentro do cilindro estava desenroscando o topo., algo dentro do cilindro estava desenroscando o topo ,something inside the cylinder was unscrewing the top ,algo dentro do cilindro estava desenroscando o topo 
 A noite estava quente e eu estava com sede.,The night was hot and I was thirsty.,A noite estava quente e eu estava com sede., a noite estava quente e eu estava com sede ,the night was hot and i was thirsty ,a noite estava quente e eu estava com sede 
 Uma garota pula no ar no meio de um parque da cidade.,A girl jumps up in the air in the middle of a city park.,Uma garota pula no ar no meio de um parque da cidade., uma garota pula no ar no meio de um parque da cidade ,a girl jumps up in the air in the middle of a city park ,uma garota pula no ar no meio de um parque da cidade 
 Tripulação de fotografia se prepara para uma sessão de fotos.,Photo crew preparing for a photo shoot.,Tripulação de fotografia se preparar para uma sessão de fotos., tripulação de fotografia se prepara para uma sessão de fotos ,photo crew preparing for a photo shoot ,tripulação de fotografia se preparar para uma sessão de fotos 
" De qualquer forma, acho que devemos ser extremamente cautelosos.","In any case, I think we should be extremely careful.","De qualquer forma,?, acho que devemos ser extremamente cautelosos.", de qualquer forma acho que devemos ser extremamente cautelosos ,in any case i think we should be extremely careful ,de qualquer forma acho que devemos ser extremamente cautelosos 
" Quem tem sol, o que mais você quer?","If you have sunshine, what more do you want?","Quem tem sol, o que mais você quer?", quem tem sol o que mais você quer ,if you have sunshine what more do you want ,quem tem sol o que mais você quer 
 Pessoas esperando do lado de fora de um edifício à luz do sol.,People waiting outside a building in the sunlight.,Pessoas esperando do lado de fora de um edifício à luz do sol., pessoas esperando do lado de fora de um edifício à luz do sol ,people waiting outside a building in the sunlight ,pessoas esperando do lado de fora de um edifício à luz do sol 
 O carro é pequeno.,The car is small.,O carro é pequeno, o carro é pequeno ,the car is small ,o carro é pequeno
 Só existe uma maneira de aprender? Respondeu o alquimista.,"“Is there only one way to learn?”, the alchemist replied.","""Só existe uma maneira de aprender?"", respondeu o alquimista.", só existe uma maneira de aprender respondeu o alquimista , is there only one way to learn the alchemist replied , só existe uma maneira de aprender respondeu o alquimista 
 Eu estive esperando por você aqui neste Oasis por um longo tempo.,I’ve been waiting for you here on this oasis for a long time.,Eu estive esperando por você aqui neste oásis por um longo tempo., eu estive esperando por você aqui neste oasis por um longo tempo ,i ve been waiting for you here on this oasis for a long time ,eu estive esperando por você aqui neste oásis por um longo tempo 
 Um bom grupo de repórteres.,A nice group or journalists.,Um bom grupo de repórteres., um bom grupo de repórteres ,a nice group or journalists ,um bom grupo de repórteres 
 A instituição que é completamente inalterada e impessoal é o fósforo.,The institution that remains completely unchanged in staff is the fossil.,A instituição que é completamente inalterada em pessoal é o fóssil, a instituição que é completamente inalterada e impessoal é o fósforo ,the institution that remains completely unchanged in staff is the fossil ,a instituição que é completamente inalterada em pessoal é o fóssil
 CHAME A POLÍCIA AGORA,Call the police now!,Chame a polícia agora!, chame a polícia agora,call the police now ,chame a polícia agora 
 Doas pessoas pintando uma parede de tijolos.,Two people painting a brick wall.,Duas pessoas pintando uma parede de tijolos., doas pessoas pintando uma parede de tijolos ,two people painting a brick wall ,duas pessoas pintando uma parede de tijolos 
 Nos reunimos de novo.,We gather again.,Nos reunimos de novo, nos reunimos de novo ,we gather again ,nos reunimos de novo
 As ovelhas foram levadas para casa por um cachorro.,The sheep were taken home by a dog.,As ovelhas foram levadas para casa por um cachorro., as ovelhas foram levadas para casa por um cachorro ,the sheep were taken home by a dog ,as ovelhas foram levadas para casa por um cachorro 
 Dois meninos seguram as mãos de um homem.,Two boys hold a man’s hands.,Dois meninos seguram as mãos de um homem., dois meninos seguram as mãos de um homem ,two boys hold a man s hands ,dois meninos seguram as mãos de um homem 
" É garantido que, para parecer digno, você tem que ficar sério.","It’s guaranteed that, to look worthy, you need to remain serious.","É garantido que, para parecer digno, você tem que ficar sério.", é garantido que para parecer digno você tem que ficar sério ,it s guaranteed that to look worthy you need to remain serious ,é garantido que para parecer digno você tem que ficar sério 
 INEVITÁVEL,Inevitable,Inevitável, inevitável,inevitable,inevitável
 AFETAR A CIRCULAÇÃO SANGUÍNIA,Affect blood flow.,Afetar a circulação sanguínea, afetar a circulação sanguínia,affect blood flow ,afetar a circulação sanguínea
 Este é o único edifício que não foi afetado pelo fogo.,This was the only building that was not struck by the fire.,Este é o único edifício que não foi afetado pelo fogo., este é o único edifício que não foi afetado pelo fogo ,this was the only building that was not struck by the fire ,este é o único edifício que não foi afetado pelo fogo 
" Eu quero ouvir o álbum Ikyo Dal Pozzo, de Conrame.",I want to hear the album Picchio Dal Pozzo de Con Hunley,Eu quero ouvir o álbum Picchio Dal Pozzo de Con Hunley, eu quero ouvir o álbum ikyo dal pozzo de conrame ,i want to hear the album picchio dal pozzo de con hunley,eu quero ouvir o álbum picchio dal pozzo de con hunley
 ESTOU FELIZ,I am happy,Estou feliz, estou feliz,i am happy,estou feliz
 Eu sempre penso que pode haver melhor na frente.,I always believe that there could be something better up ahead.,Eu sempre penso que pode haver melhor na frente., eu sempre penso que pode haver melhor na frente ,i always believe that there could be something better up ahead ,eu sempre penso que pode haver melhor na frente 
 O menino de short branco fica em uma torre enferrujada.,A boy in white shorts stays in a rusty tower.,Um menino de short branco fica em uma torre enferrujada., o menino de short branco fica em uma torre enferrujada ,a boy in white shorts stays in a rusty tower ,um menino de short branco fica em uma torre enferrujada 
 Essa era uma garotinha chamada Mary Hatch.,That was a little girl named Mary Hatch.,Essa era uma garotinha chamada Mary Hatch., essa era uma garotinha chamada mary hatch ,that was a little girl named mary hatch ,essa era uma garotinha chamada mary hatch 
,They will come to us.,Eles virão até nós,,they will come to us ,eles virão até nós
 QUANDO O Únibus CHEGAR PEGUE O Únibus,"When the bus arrives, take it.","Quando o ônibus chegar, pegue o ônibus.", quando o únibus chegar pegue o únibus,when the bus arrives take it ,quando o ônibus chegar pegue o ônibus 
 Cara fazendo um tiro de basquete com espectadores assistindo.,Man taking a basketball throw with spectators watching.,Cara fazendo um tiro de basquete com espectadores assistindo., cara fazendo um tiro de basquete com espectadores assistindo ,man taking a basketball throw with spectators watching ,cara fazendo um tiro de basquete com espectadores assistindo 
" Quando chegou ao topo da duna, seu coração pulou.","When he got to the top of the dune, his heart skipped.",Quando chegou ao topo da duna? seu coração pulou., quando chegou ao topo da duna seu coração pulou ,when he got to the top of the dune his heart skipped ,quando chegou ao topo da duna seu coração pulou 
 Cresça com raiva lentamente há bastante tempo.,Grows with anger slowly? For quite some time.,Cresça com raiva lentamente? há bastante tempo., cresça com raiva lentamente há bastante tempo ,grows with anger slowly for quite some time ,cresça com raiva lentamente há bastante tempo 
 O suco de limões faz um bom suco.,Lemon juice makes a good punch.,O suco de limões faz um bom soco., o suco de limões faz um bom suco ,lemon juice makes a good punch ,o suco de limões faz um bom soco 
 A distância de outras fazendas dedicadas à mesma atividade de 500 metros.,"The distance to other farms dedicated to the same activity, is five hundred meters.",A distância de outras fazendas dedicadas à mesma atividade é de quinhentos metros., a distância de outras fazendas dedicadas à mesma atividade de 500 metros ,the distance to other farms dedicated to the same activity is five hundred meters ,a distância de outras fazendas dedicadas à mesma atividade é de quinhentos metros 
" O carro, no entanto, não foi danificado.","The car, on the other hand, was not damaged.",O carro no entanto não foi danificado., o carro no entanto não foi danificado ,the car on the other hand was not damaged ,o carro no entanto não foi danificado 
 Um grupo de pessoas está parado em volta de uma grande fogueira.,A group of people standing by a big bonfire.,Um grupo de pessoas está parado em volta de uma grande fogueira., um grupo de pessoas está parado em volta de uma grande fogueira ,a group of people standing by a big bonfire ,um grupo de pessoas está parado em volta de uma grande fogueira 
 A tarefa de hoje é escrever uma sinopse do romance recentemente publicado da Tata.,Today’s task is to write a summary of Tata’s recently published novel.,A tarefa de hoje é escrever uma sinopse do romance recentemente publicado da Tata., a tarefa de hoje é escrever uma sinopse do romance recentemente publicado da tata ,today s task is to write a summary of tata s recently published novel ,a tarefa de hoje é escrever uma sinopse do romance recentemente publicado da tata 
 Uma mulher preparando uma refeição em casa.,A woman preparing a meal at home.,Uma mulher preparando uma refeição em casa., uma mulher preparando uma refeição em casa ,a woman preparing a meal at home ,uma mulher preparando uma refeição em casa 
 Duas mulheres andando e falando.,Two women walking and talking.,Duas mulheres andando e falando., duas mulheres andando e falando ,two women walking and talking ,duas mulheres andando e falando 
 Uma competição de tiro com arco com dois homens jogando.,An archery competition with two men shooting.,uma competição de tiro com arco com dois homens jogando, uma competição de tiro com arco com dois homens jogando ,an archery competition with two men shooting ,uma competição de tiro com arco com dois homens jogando
 Eles passaram o fim de semana inteiro jogando videogames.,They spent the entire weekend playing video games.,Eles passaram o fim de semana inteiro jogando video games., eles passaram o fim de semana inteiro jogando videogames ,they spent the entire weekend playing video games ,eles passaram o fim de semana inteiro jogando video games 
 Você pode me pegar o jogo do Clube Inácio?,Can you get the Club Nation game for me?,Você pode me pegar o jogo do Club Nation?, você pode me pegar o jogo do clube inácio ,can you get the club nation game for me ,você pode me pegar o jogo do club nation 
 Eu vou matar os dois,I will kill you both!,Eu vou matar os dois!, eu vou matar os dois,i will kill you both ,eu vou matar os dois 
" Para calibrar os sistemas de captura de novo limpo, por favor, façam o tipo de força.","To calibrate the motion capture system, please do a T-pose.","Para calibrar o sistema de captura de movimento, por favor, faça um T-pose.", para calibrar os sistemas de captura de novo limpo por favor façam o tipo de força ,to calibrate the motion capture system please do a t pose ,para calibrar o sistema de captura de movimento por favor faça um t pose 
 O cabelo dela era preto.,Her hair was black.,O cabelo dela era preto., o cabelo dela era preto ,her hair was black ,o cabelo dela era preto 
 Mais uma niña estava com muito medo de ouvir palavras de sabedoria.,But the boy was too scared to hear the words of wisdom.,Mas o menino estava com muito medo de ouvir palavras de sabedoria., mais uma niña estava com muito medo de ouvir palavras de sabedoria ,but the boy was too scared to hear the words of wisdom ,mas o menino estava com muito medo de ouvir palavras de sabedoria 
 COMO VOCÊ CONSEGUIU ISSO?,How did you get that?,Como você conseguiu isso?, como você conseguiu isso ,how did you get that ,como você conseguiu isso 
" Dias em maios, dias amargos, pães curtos e dias longos.","Days in May, sour days: short bread and long days.","Dias em maio, dias amargos: pães curtos e dias longos.", dias em maios dias amargos pães curtos e dias longos ,days in may sour days short bread and long days ,dias em maio dias amargos pães curtos e dias longos 
" Veljú, não passará.",Old shall not pass.,Velho não passará., veljú não passará ,old shall not pass ,velho não passará 
 Boa tarde!,Good afternoon,Boa tarde, boa tarde ,good afternoon,boa tarde
 Essa música me faz lembrar da minha infância.,That song reminds me of my childhood.,Essa música me faz lembrar da minha infância., essa música me faz lembrar da minha infância ,that song reminds me of my childhood ,essa música me faz lembrar da minha infância 
 Você não pode entrar lá até que você coloque isso.,You can’t go in there until you put this on.,Você não pode entrar lá até que você coloque isso., você não pode entrar lá até que você coloque isso ,you can t go in there until you put this on ,você não pode entrar lá até que você coloque isso 
 Ele me deu sua palavra de honra.,He gave me his word of honor.,Ele me deu sua palavra de honra., ele me deu sua palavra de honra ,he gave me his word of honor ,ele me deu sua palavra de honra 
 Um único cabelo lança uma sombra.,A single hair casts a shadow.,Um único cabelo lança uma sombra., um único cabelo lança uma sombra ,a single hair casts a shadow ,um único cabelo lança uma sombra 
 Certos aplicativos também incorporam melhorias específicas.,Some apps include specific improvements.,Certos aplicativos também incorporam melhorias específicas., certos aplicativos também incorporam melhorias específicas ,some apps include specific improvements ,certos aplicativos também incorporam melhorias específicas 
 Dois homens tocando em uma banda.,Two men playing in a band.,Dois homens tocando em uma banda., dois homens tocando em uma banda ,two men playing in a band ,dois homens tocando em uma banda 
 Este é um menino em uma praia segurando um pedaço de pau.,This is a boy in a beach holding a stick.,Este é um menino em uma praia segurando um pedaço de pau., este é um menino em uma praia segurando um pedaço de pau ,this is a boy in a beach holding a stick ,este é um menino em uma praia segurando um pedaço de pau 
 Um menino joga na água de uma piscina rasa.,A boy jumps in the water of a shallow pool.,Um menino joga na água de uma piscina rasa., um menino joga na água de uma piscina rasa ,a boy jumps in the water of a shallow pool ,um menino joga na água de uma piscina rasa 
 NÃO É NADA PARA MÍ!,Nothing there for me.,Não é nada para mim., não é nada para mí ,nothing there for me ,não é nada para mim 
 Um menino louro novo que escova seus dentes na frente de um espelho.,"A young blond boy, who brushes his teeth in front of the mirror.",Um menino louro novo que escova seus dentes na frente de um espelho., um menino louro novo que escova seus dentes na frente de um espelho ,a young blond boy who brushes his teeth in front of the mirror ,um menino louro novo que escova seus dentes na frente de um espelho 
 Quantas fatias você gostaria de Santiago?,"Santiago, how many slices would you like to have?",Quantas fatias você gostaria de Santiago?, quantas fatias você gostaria de santiago ,santiago how many slices would you like to have ,quantas fatias você gostaria de santiago 
 Um homem prestes a entrar em um pequeno carro compacto azul,A man is about to get into a small blue compact car.,Um homem prestes a entrar em um pequeno carro compacto azul., um homem prestes a entrar em um pequeno carro compacto azul,a man is about to get into a small blue compact car ,um homem prestes a entrar em um pequeno carro compacto azul 
 Um homem de jaqueta preta olhando por cima do corrimão de um barco.,"A man in a black jacket, staring over the handrail of a ship.","Um homem de jaqueta preta, olhando por cima do corrimão de um barco.", um homem de jaqueta preta olhando por cima do corrimão de um barco ,a man in a black jacket staring over the handrail of a ship ,um homem de jaqueta preta olhando por cima do corrimão de um barco 
 Prenda dois pinos de cada lado.,Attach two pins on each side.,Prenda dois pinos de cada lado., prenda dois pinos de cada lado ,attach two pins on each side ,prenda dois pinos de cada lado 
" Um homem fica em pernas de pau, enquanto as crianças assistem.",A man stands on wooden legs as the children watch.,"Um homem fica em pernas de pau, enquanto as crianças assistem.", um homem fica em pernas de pau enquanto as crianças assistem ,a man stands on wooden legs as the children watch ,um homem fica em pernas de pau enquanto as crianças assistem 
 UM HOMEM VARREM DO A BAGUNÇA NO CHÃO DEPOIS DE UM CONCERTO,A man sweeping the mess on the floor after a concert.,Um homem varrendo a bagunça no chão depois de um concerto., um homem varrem do a bagunça no chão depois de um concerto,a man sweeping the mess on the floor after a concert ,um homem varrendo a bagunça no chão depois de um concerto 
 Ela acha que o mundo tem pés de barro.,She thinks that the world has feet of clay.,Ela acha que o mundo tem pés de barro., ela acha que o mundo tem pés de barro ,she thinks that the world has feet of clay ,ela acha que o mundo tem pés de barro 
" Um homem mergulha na água, cercada por pedras e pinheiros.",A man dives in the water surrounded by stones and pines.,Um homem mergulha na água cercada por pedras e pinheiros., um homem mergulha na água cercada por pedras e pinheiros ,a man dives in the water surrounded by stones and pines ,um homem mergulha na água cercada por pedras e pinheiros 
 Três cachorros correm pela praia.,Three dogs run on the beach.,Três cachorros correm pela praia., três cachorros correm pela praia ,three dogs run on the beach ,três cachorros correm pela praia 
 Dois cachorrinhos brancos correndo.,Two white puppies running.,Dois cachorrinhos brancos correndo., dois cachorrinhos brancos correndo ,two white puppies running ,dois cachorrinhos brancos correndo 
 Uma mulher está em pé na frente de uma mesa de condimentos.,A woman is standing in front of a table of condiments.,Uma mulher está em pé na frente de uma mesa de condimentos., uma mulher está em pé na frente de uma mesa de condimentos ,a woman is standing in front of a table of condiments ,uma mulher está em pé na frente de uma mesa de condimentos 
 Quais são os fatos?,What are the facts?,Quais são os fatos?, quais são os fatos ,what are the facts ,quais são os fatos 
 Outras vezes eu quero fazer algo bom para o mundo.,"Other times, I want to do something good for the world.",Outras vezes eu quero fazer algo bom para o mundo., outras vezes eu quero fazer algo bom para o mundo ,other times i want to do something good for the world ,outras vezes eu quero fazer algo bom para o mundo 
 Há um grupo de adolescentes indisciplinados brincando em seu jardim.,There’s a group of unruly teenagers playing in my backyard.,Há um grupo de adolescentes indisciplinados brincando em seu jardim., há um grupo de adolescentes indisciplinados brincando em seu jardim ,there s a group of unruly teenagers playing in my backyard ,há um grupo de adolescentes indisciplinados brincando em seu jardim 
 Pessoa de jaqueta preta e shorts correndo na chuva.,A person with a black jacket and shorts running in the rain.,Pessoa de jaqueta preta e shorts correndo na chuva., pessoa de jaqueta preta e shorts correndo na chuva ,a person with a black jacket and shorts running in the rain ,pessoa de jaqueta preta e shorts correndo na chuva 
 Uma pessoa verifica instrumentos médicos.,A person checks medical instruments.,Uma pessoa verifica instrumentos médicos., uma pessoa verifica instrumentos médicos ,a person checks medical instruments ,uma pessoa verifica instrumentos médicos 
 O ataque ao nosso servidor raiz sobrecarregou o nosso administrador sênior.,The attack on our root server overstrained our senior administrator.,O ataque ao nosso servidor raiz sobrecarregou nosso administrador sênior., o ataque ao nosso servidor raiz sobrecarregou o nosso administrador sênior ,the attack on our root server overstrained our senior administrator ,o ataque ao nosso servidor raiz sobrecarregou nosso administrador sênior 
